Timestamp;byte_s;Seq;Cmd;hurtType;armorType
6888076;237;0;0;0;0
6889079;68;0;0;0;0
6890079;0;42;8;0;0
6891078;64;42;8;0;0
6892075;170;42;8;0;0
6893079;170;42;8;0;0
6894091;170;42;8;0;0
6895077;170;42;8;0;0
6896078;170;42;8;0;0
6897080;170;42;8;0;0
6898078;170;42;8;0;0
6899080;170;42;8;0;0
6900078;170;42;8;0;0
6901080;170;42;8;0;0
6902078;170;42;8;0;0
6903080;170;42;8;0;0
6904078;170;42;8;0;0
6905088;170;42;8;0;0
6906078;170;42;8;0;0
6907079;4;0;0;0;0
6908075;231;0;0;0;0
6909079;138;0;0;0;0
6910080;0;44;8;0;0
6911078;64;44;8;0;0
6912080;0;0;0;0;0
6913078;211;0;0;0;0
6914080;211;0;0;0;0
6915078;211;0;0;0;0
6916090;211;0;0;0;0
6917078;211;0;0;0;0
6918080;211;0;0;0;0
6919079;211;0;0;0;0
6920079;211;0;0;0;0
6921080;211;0;0;0;0
6922077;211;0;0;0;0
6923080;211;0;0;0;0
6924078;211;0;0;0;0
6925080;211;0;0;0;0
6926078;211;0;0;0;0
6927089;4;46;4;0;0
6928078;231;46;4;0;0
6929079;19;46;0;0;0
6930080;0;0;0;0;0
6931078;64;0;0;0;0
6932080;50;0;0;0;0
6933078;50;0;0;0;0
6934080;50;0;0;0;0
6935078;50;0;0;0;0
6936080;50;0;0;0;0
6937078;50;0;0;0;0
6938093;50;0;0;0;0
6939078;50;0;0;0;0
6940079;50;0;0;0;0
6941075;50;0;0;0;0
6942079;50;0;0;0;0
6943079;50;0;0;0;0
6944078;50;0;0;0;0
6945075;50;0;0;0;0
6946079;50;0;0;0;0
6947079;4;48;4;0;0
6948091;157;48;4;0;0
6949078;0;48;4;0;0
6950080;0;0;0;0;0
6951079;64;0;0;0;0
6952078;96;0;0;0;0
6953075;96;0;0;0;0
6954079;96;0;0;0;0
6955079;96;0;0;0;0
6956078;96;0;0;0;0
6957075;96;0;0;0;0
6958080;96;0;0;0;0
6959092;96;0;0;0;0
6960079;96;0;0;0;0
6961078;96;0;0;0;0
6962079;96;0;0;0;0
6963078;96;0;0;0;0
6964080;96;0;0;0;0
6965078;96;0;0;0;0
6966080;96;0;0;0;0
6967078;4;50;4;0;0
6968075;231;50;4;0;0
6969079;14;0;0;0;0
6970091;0;0;0;0;0
6971080;64;0;0;0;0
6972077;248;0;0;0;0
6973080;248;0;0;0;0
6974078;248;0;0;0;0
6975080;248;0;0;0;0
6976078;248;0;0;0;0
6977080;248;0;0;0;0
6978078;248;0;0;0;0
6979080;248;0;0;0;0
6980090;248;0;0;0;0
6981080;248;0;0;0;0
6982078;248;0;0;0;0
6983080;248;0;0;0;0
6984078;248;0;0;0;0
6985080;248;0;0;0;0
6986078;248;0;0;0;0
6987080;4;52;4;0;0
6988078;157;52;4;0;0
6989080;105;0;0;0;0
6990078;0;0;0;0;0
6991093;64;0;0;0;0
6992078;35;0;0;0;0
6993079;35;0;0;0;0
6994080;35;0;0;0;0
6995078;35;0;0;0;0
6996080;35;0;0;0;0
6997078;35;0;0;0;0
6998075;35;0;0;0;0
6999079;35;0;0;0;0
7000080;35;0;0;0;0
7001078;35;0;0;0;0
7002093;35;0;0;0;0
7003078;35;0;0;0;0
7004079;35;0;0;0;0
7005080;35;0;0;0;0
7006078;35;0;0;0;0
7007075;4;54;4;0;0
7008080;157;54;4;0;0
